Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,predicted_fraud,fraud_probability
Apr,3,Wednesday,Saab,Urban,Thursday,Apr,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2275,5,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,0,0.24653603796285217
Apr,3,Saturday,Honda,Urban,Wednesday,May,3,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2276,15,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,Liability,0,0.39034553140266115
Apr,5,Saturday,Toyota,Urban,Monday,May,3,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2277,13,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0,0.27688815226507235
Jun,5,Friday,VW,Urban,Monday,Jul,3,Female,Married,38,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,2278,12,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,0,0.515503044326747
Jun,4,Tuesday,Toyota,Urban,Monday,Jul,1,Male,Married,55,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2279,5,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0,0.25164986116101495
Jun,3,Monday,Toyota,Urban,Monday,Jun,3,Male,Single,31,Third Party,Sedan - Liability,Sport,20000 to 29000,0,2280,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0,0.3116326536153503
Aug,3,Saturday,Mazda,Rural,Monday,Aug,4,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2281,7,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.39780603121643154
Aug,3,Monday,Chevrolet,Urban,Monday,Aug,3,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2282,8,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,0,0.2020624292528337
Sep,3,Sunday,Toyota,Urban,Monday,Sep,3,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2283,4,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.24974646226385488
Nov,3,Monday,Pontiac,Rural,Tuesday,Nov,4,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2284,1,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0,0.3084817292746672
Aug,3,Tuesday,Honda,Urban,Wednesday,Nov,1,Male,Married,64,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2285,13,400,4,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0,0.3084034955954572
Apr,5,Thursday,Toyota,Urban,Wednesday,May,2,Male,Single,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2286,10,400,4,more than 30,more than 30,more than 4,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.339855531686704
Jun,1,Friday,Toyota,Urban,Friday,Jun,3,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2287,5,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0,0.30275917972871413
May,4,Tuesday,Toyota,Urban,Wednesday,May,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,2288,8,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0,0.2112302897649575
Jul,4,Thursday,Mazda,Urban,Tuesday,Aug,2,Male,Single,32,Third Party,Sedan - Collision,Sedan,more than 69000,0,2289,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,0,0.4112453108440739
Sep,4,Wednesday,Honda,Urban,Monday,Nov,4,Male,Married,29,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,2290,1,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision,0,0.44448556642509884
Sep,2,Tuesday,Accura,Rural,Monday,Sep,3,Male,Married,61,Policy Holder,Utility - All Perils,Utility,more than 69000,0,2291,14,400,4,1 to 7,15 to 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,1,0.8588654507673195
Sep,2,Monday,Honda,Urban,Wednesday,Nov,2,Male,Married,25,Policy Holder,Sport - Collision,Sport,more than 69000,0,2292,2,400,4,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.3944332101775435
Mar,4,Thursday,Chevrolet,Urban,Friday,Apr,1,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,2293,10,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,0,0.4126822555578068
Nov,4,Monday,Toyota,Urban,Wednesday,Dec,2,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,2294,14,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.296636434808622
Nov,1,Friday,Nisson,Urban,Wednesday,Nov,2,Male,Married,47,Third Party,Utility - Collision,Utility,more than 69000,0,2295,16,700,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,0.6979123168589318
Nov,1,Thursday,Saab,Urban,Friday,Nov,1,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2296,5,500,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994,Collision,0,0.4651786044296604
May,5,Monday,Toyota,Rural,Thursday,Jun,1,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2297,2,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,3 to 4,1994,All Perils,1,0.613530562958474
May,4,Friday,Mazda,Urban,Thursday,Jun,3,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2298,1,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.17908050375449003
May,4,Saturday,Saab,Urban,Wednesday,Jul,3,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,2299,16,400,3,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.2024081598558206
Jun,1,Tuesday,Honda,Urban,Thursday,Jun,2,Male,Single,16,Third Party,Sport - Collision,Sport,more than 69000,0,2300,4,400,2,more than 30,more than 30,1,3 years,18 to 20,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.579595620941635
Jun,1,Friday,Mazda,Urban,Friday,Jun,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2301,9,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.18400083842190262
Sep,1,Monday,Pontiac,Urban,Monday,Sep,1,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2302,1,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.37307030893244164
Dec,3,Friday,Chevrolet,Urban,Friday,Dec,3,Male,Married,51,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,2303,4,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.27333425836375014
Sep,5,Saturday,Toyota,Urban,Monday,Oct,1,Male,Single,23,Policy Holder,Sedan - Liability,Sport,more than 69000,0,2304,8,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,Internal,none,no change,1 vehicle,1994,Liability,1,0.6489763768060537
Aug,4,Friday,Honda,Rural,Monday,Sep,2,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2305,16,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.41961787116469174
Jan,2,Monday,Pontiac,Urban,Monday,Jan,4,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2306,10,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.15748543755918776
Mar,3,Monday,Chevrolet,Urban,Wednesday,Mar,3,Male,Married,66,Policy Holder,Utility - All Perils,Utility,more than 69000,0,2307,6,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.5626167656560832
Jan,4,Saturday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2308,15,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.1119333992646715
Dec,1,Thursday,Toyota,Urban,Monday,Dec,2,Male,Married,52,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,2309,10,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.22427411484021098
Sep,3,Friday,Mazda,Rural,Tuesday,Sep,3,Male,Single,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2310,9,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.49221768125152243
Oct,3,Monday,Chevrolet,Urban,Monday,Oct,4,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2311,11,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision,0,0.5088774303852367
Mar,4,Friday,Honda,Urban,Wednesday,Apr,4,Male,Married,34,Third Party,Sport - Collision,Sport,more than 69000,0,2312,12,400,3,none,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.43445738683204493
Jul,3,Tuesday,Pontiac,Urban,Tuesday,Jul,3,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2313,3,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0,0.10232731256121408
Mar,4,Friday,Honda,Urban,Monday,Apr,1,Female,Married,50,Policy Holder,Sport - Collision,Sport,more than 69000,1,2314,1,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,1,0.6944146683779557
Mar,4,Thursday,Chevrolet,Urban,Tuesday,Mar,5,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2315,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.2037290953835308
Jun,1,Wednesday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2316,11,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.1366129219777702
May,5,Tuesday,Mazda,Urban,Monday,Jun,1,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2317,16,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.2180638244455556
Mar,4,Saturday,Pontiac,Urban,Friday,Apr,1,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,2318,1,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.4308697134992683
Jan,2,Thursday,Chevrolet,Urban,Tuesday,Jan,4,Female,Single,21,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2319,13,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.4068492016248434
Jan,3,Friday,Honda,Urban,Thursday,Jan,3,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,2320,1,400,2,more than 30,more than 30,2 to 4,new,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.3549072289079621
Dec,4,Friday,Mazda,Urban,Wednesday,Mar,3,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2321,12,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,0,0.21105138805045265
Jan,4,Tuesday,Honda,Urban,Thursday,Feb,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,2322,13,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.4927962564251157
Sep,4,Tuesday,Pontiac,Rural,Wednesday,Apr,4,Male,Married,40,Policy Holder,Sedan - Liability,Sport,more than 69000,0,2323,2,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,0,0.5237875829183751
Nov,4,Saturday,Chevrolet,Urban,Tuesday,Nov,5,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2324,9,400,4,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.22749315302537132
Nov,4,Sunday,Pontiac,Urban,Monday,Nov,5,Male,Single,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2325,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,0,0.2887010669564045
Dec,4,Sunday,Pontiac,Urban,Tuesday,Nov,3,Male,Divorced,32,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,2326,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0,0.250246343409415
Oct,4,Sunday,Chevrolet,Urban,Wednesday,Nov,2,Female,Single,35,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,2327,16,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.3883826745416912
Oct,3,Thursday,Mazda,Urban,Thursday,Nov,2,Female,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2328,8,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0,0.30298961963916304
Oct,1,Monday,Chevrolet,Urban,Tuesday,Dec,2,Female,Single,35,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,2329,4,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0,0.38782665761693824
Aug,1,Tuesday,Honda,Urban,Wednesday,Aug,1,Male,Single,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2330,6,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,0,0.3301070353587051
Aug,1,Wednesday,Toyota,Urban,Friday,Aug,1,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2331,5,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,0,0.3948031721278731
Jul,4,Saturday,Honda,Urban,Monday,Nov,2,Female,Married,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2332,2,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,All Perils,0,0.5497985450207664
Jul,1,Tuesday,Honda,Urban,Tuesday,Jul,1,Male,Single,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2333,6,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.23270254289947423
May,3,Monday,Pontiac,Urban,Monday,May,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,2334,12,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,0,0.20591340498994604
May,1,Tuesday,Toyota,Urban,Tuesday,May,1,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2335,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.2303678150776628
Apr,4,Tuesday,Toyota,Urban,Wednesday,May,1,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2336,6,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0,0.36552915423891863
Apr,4,Wednesday,Toyota,Rural,Tuesday,May,1,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2337,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0,0.4666810895864548
Apr,1,Thursday,Chevrolet,Urban,Thursday,Apr,1,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2338,5,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,3 to 4,1994,Collision,0,0.4302587283289655
Mar,4,Saturday,Chevrolet,Urban,Thursday,Apr,2,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,2339,16,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0,0.3968706390689801
Mar,4,Saturday,Mazda,Urban,Friday,Apr,1,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,2340,1,400,4,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.4782216065364344
Dec,1,Tuesday,Honda,Urban,Thursday,Dec,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2341,16,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,0,0.24007316575061455
Nov,5,Wednesday,Pontiac,Urban,Friday,Dec,1,Male,Single,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2342,15,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,0,0.37341735877005555
Nov,1,Tuesday,Mercury,Urban,Thursday,Nov,1,Male,Married,72,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,2343,6,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0,0.3805078753159049
Oct,5,Saturday,Toyota,Urban,Wednesday,Nov,1,Male,Married,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2344,1,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,0,0.3483342092958154
Oct,5,Monday,Accura,Urban,Friday,Nov,1,Male,Single,29,Policy Holder,Utility - All Perils,Utility,more than 69000,0,2345,6,400,2,15 to 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,0.7119201415264487
Oct,4,Thursday,Toyota,Urban,Thursday,Oct,4,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2346,16,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,0,0.23766831051530446
Oct,5,Friday,Mazda,Urban,Tuesday,Nov,1,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2347,2,500,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,1994,Collision,0,0.5073928504731172
Oct,2,Thursday,Accura,Urban,Monday,Oct,3,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2348,14,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.2781513833092193
Oct,2,Friday,Mazda,Urban,Thursday,Oct,4,Male,Married,26,Third Party,Sport - Collision,Sport,more than 69000,0,2349,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,0,0.36906923589795104
Oct,1,Thursday,VW,Urban,Wednesday,Oct,4,Male,Married,47,Third Party,Sedan - Liability,Sport,30000 to 39000,0,2350,9,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,0,0.2880785196497868
Sep,4,Saturday,Pontiac,Urban,Sunday,Sep,4,Male,Single,39,Policy Holder,Sedan - Liability,Sport,less than 20000,0,2351,4,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,0,0.35052571489673
Sep,2,Friday,Toyota,Urban,Monday,Sep,3,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,2352,14,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,0,0.31238588650700827
Sep,2,Wednesday,VW,Rural,Tuesday,Sep,2,Male,Married,74,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,2353,16,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,All Perils,1,0.7387523315275181
Mar,4,Sunday,Chevrolet,Urban,Friday,Apr,5,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,2354,3,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,Yes,External,1 to 2,no change,1 vehicle,1994,All Perils,1,0.611296157858427
